project_id,repo_name,path_with_namespace,last_activity_at,is_active,activity_status,is_active_by_last_activity,has_mr_activity,mr_count_in_window,merged_mrs,open_mrs,closed_without_merge_mrs,web_url
543,virtual-terminal-force-credit-transaction-service,ProdDev/cardpointe/cardpointe-backend/virtual-terminal-force-credit-transaction-service,2026-05-27T20:46:17.824Z,true,active_recent_activity_and_mrs,true,true,10,10,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/virtual-terminal-force-credit-transaction-service
631,Api Get Merchant Attachment,ProdDev/copilot/copilot-backend/api-get-merchant-attachment,2026-06-04T14:07:53.696Z,true,active_recent_activity_and_mrs,true,true,9,8,0,1,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-attachment
595,virtual-terminal-profile-search-api-service,ProdDev/cardpointe/cardpointe-backend/virtual-terminal-profile-search-api-service,2026-06-03T17:05:34.237Z,true,active_recent_activity_and_mrs,true,true,9,9,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/virtual-terminal-profile-search-api-service
371,micros.opi,ProdDev/pineapple/micros/micros.opi,2026-06-02T17:23:24.187Z,true,active_recent_activity_and_mrs,true,true,9,9,0,0,https://gitlab.ftscc.net/ProdDev/pineapple/micros/micros.opi
1006,webhook-management-service,ProdDev/apps/mic/webhook-management-service,2026-06-01T20:25:38.242Z,true,active_recent_activity_and_mrs,true,true,9,9,0,0,https://gitlab.ftscc.net/ProdDev/apps/mic/webhook-management-service
525,virtual-terminal-auth-only-transaction-service,ProdDev/cardpointe/cardpointe-backend/virtual-terminal-auth-only-transaction-service,2026-05-27T20:49:09.904Z,true,active_recent_activity_and_mrs,true,true,9,9,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/virtual-terminal-auth-only-transaction-service
1044,voice of merchant,ProdDev/poc/voice-of-merchant,2026-05-07T14:11:21.212Z,true,active_recent_activity_and_mrs,true,true,9,9,0,0,https://gitlab.ftscc.net/ProdDev/poc/voice-of-merchant
588,cp2-starter,ProdDev/cardpointe/cardpointe-backend/cp2-starter,2026-06-05T18:35:30.034Z,true,active_recent_activity_and_mrs,true,true,8,7,1,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/cp2-starter
979,ticket-activity-history-service,ProdDev/cardpointe/cardpointe-backend/ticket-activity-history-service,2026-06-04T16:29:21.418Z,true,active_recent_activity_and_mrs,true,true,8,5,1,2,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/ticket-activity-history-service
969,funded-batch-search-service,ProdDev/cardpointe/cardpointe-backend/funded-batch-search-service,2026-03-30T18:25:39.223Z,true,active_recent_activity_and_mrs,true,true,8,8,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/funded-batch-search-service
476,micros.automation,ProdDev/pineapple/micros/micros.automation,2026-06-05T09:14:07.317Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/pineapple/micros/micros.automation
633,Api Delete Merchant Attachment,ProdDev/copilot/copilot-backend/api-delete-merchant-attachment,2026-06-04T14:24:58.454Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-delete-merchant-attachment
857,Api Update Saved View,ProdDev/copilot/copilot-backend/api-update-saved-view,2026-06-04T14:21:30.381Z,true,active_recent_activity_and_mrs,true,true,7,6,0,1,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-update-saved-view
583,customer-profile-create-service,ProdDev/cardpointe/cardpointe-backend/customer-profile-create-service,2026-05-27T19:35:51.629Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-profile-create-service
995,profile-details-api-service,ProdDev/cardpointe/cardpointe-backend/profile-details-api-service,2026-05-12T21:14:51.129Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/profile-details-api-service
1030,merchant-registration-check-api-service,ProdDev/cardpointe/cardpointe-backend/merchant-registration-check-api-service,2026-04-29T14:19:30.363Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/merchant-registration-check-api-service
660,customer-transaction-summaries-event-service,ProdDev/cardpointe/cardpointe-backend/customer-transaction-summaries-event-service,2026-04-14T18:26:53.006Z,true,active_recent_activity_and_mrs,true,true,7,7,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-transaction-summaries-event-service
931,ticket-create-api-service,ProdDev/cardpointe/cardpointe-backend/ticket-create-api-service,2026-06-03T19:29:13.457Z,true,active_recent_activity_and_mrs,true,true,6,5,1,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/ticket-create-api-service
496,gateway-batch-close-api-service,ProdDev/cardpointe/cardpointe-backend/gateway-batch-close-api-service,2026-04-24T14:10:16.438Z,true,active_recent_activity_and_mrs,true,true,6,5,0,1,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/gateway-batch-close-api-service
575,security-common,ProdDev/apps/mad-libs/security-common,2026-04-15T14:29:07.599Z,true,active_recent_activity_and_mrs,true,true,6,5,0,1,https://gitlab.ftscc.net/ProdDev/apps/mad-libs/security-common
1078,card-update-decline-search-service,ProdDev/cardpointe/cardpointe-backend/card-update-decline-search-service,2026-06-05T12:58:59.377Z,true,active_recent_activity_and_mrs,true,true,5,2,2,1,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/card-update-decline-search-service
751,Api Save Merchant Account Business Details,ProdDev/copilot/copilot-backend/api-save-merchant-account-business-details,2026-06-04T14:16:04.336Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-save-merchant-account-business-details
672,Api Get User Header Info,ProdDev/copilot/copilot-backend/api-get-user-header-info,2026-06-04T14:12:49.556Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-user-header-info
550,Api Get Merchant Application,ProdDev/copilot/copilot-backend/api-get-merchant-application,2026-06-04T14:06:49.142Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-application
723,Api Get Merchant Account Summary,ProdDev/copilot/copilot-backend/api-get-merchant-account-summary,2026-06-04T14:05:50.699Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-account-summary
1093,device-list-api-service-config,ProdDev/cardpointe/cardpointe-backend-config/device-list-api-service-config,2026-05-28T19:32:52.951Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/device-list-api-service-config
1063,ticket-attachment-list-service-config,ProdDev/cardpointe/cardpointe-backend-config/ticket-attachment-list-service-config,2026-05-27T20:21:26.533Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/ticket-attachment-list-service-config
951,ticket-summary-event-service-config,ProdDev/cardpointe/cardpointe-backend-config/ticket-summary-event-service-config,2026-05-27T20:11:17.893Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/ticket-summary-event-service-config
1059,ticket-details-api-service,ProdDev/cardpointe/cardpointe-backend/ticket-details-api-service,2026-05-19T18:33:03.622Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/ticket-details-api-service
947,ticket-summary-event-service,ProdDev/cardpointe/cardpointe-backend/ticket-summary-event-service,2026-05-13T04:51:08.262Z,true,active_recent_activity_and_mrs,true,true,5,4,0,1,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/ticket-summary-event-service
1029,funded-batch-preview-api-service,ProdDev/cardpointe/cardpointe-backend/funded-batch-preview-api-service,2026-05-04T20:28:39.079Z,true,active_recent_activity_and_mrs,true,true,5,4,1,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/funded-batch-preview-api-service
968,customer-init-service,ProdDev/cardpointe/cardpointe-backend/customer-init-service,2026-04-21T14:28:36.737Z,true,active_recent_activity_and_mrs,true,true,5,5,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-init-service
1008,user-registration-service,ProdDev/cardpointe/cardpointe-backend/user-registration-service,2026-04-15T16:43:53.572Z,true,active_recent_activity_and_mrs,true,true,5,3,1,1,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/user-registration-service
839,Api Export Merchant Account Table,ProdDev/copilot/copilot-backend/api-export-merchant-account-table,2026-06-04T14:23:23.674Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-export-merchant-account-table
836,Api Get Copilot Form Fields,ProdDev/copilot/copilot-backend/api-get-copilot-form-fields,2026-06-04T14:22:40.617Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-copilot-form-fields
886,Api Get Merchant Account Preview,ProdDev/copilot/copilot-backend/api-get-merchant-account-preview,2026-06-04T14:22:13.936Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-account-preview
673,Api Toggle User Availability,ProdDev/copilot/copilot-backend/api-toggle-user-availability,2026-06-04T14:19:20.633Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-toggle-user-availability
837,Api Search Merchant Account Table,ProdDev/copilot/copilot-backend/api-search-merchant-account-table,2026-06-04T14:16:39.394Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-search-merchant-account-table
511,Api Save Merchant Application,ProdDev/copilot/copilot-backend/api-save-merchant-application,2026-06-04T14:16:19.565Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-save-merchant-application
686,Api Mark Notifications Read,ProdDev/copilot/copilot-backend/api-mark-notifications-read,2026-06-04T14:14:15.556Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-mark-notifications-read
798,Api Get Terms And Conditions,ProdDev/copilot/copilot-backend/api-get-terms-and-conditions,2026-06-04T14:10:42.793Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-terms-and-conditions
856,Api Get Saved Views,ProdDev/copilot/copilot-backend/api-get-saved-views,2026-06-04T14:09:58.702Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-saved-views
681,Api Get User Notifications,ProdDev/copilot/copilot-backend/api-get-user-notifications,2026-06-04T14:09:33.254Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-user-notifications
869,Api Delete Saved View,ProdDev/copilot/copilot-backend/api-delete-saved-view,2026-06-04T14:04:21.536Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-delete-saved-view
854,Api Create Saved View,ProdDev/copilot/copilot-backend/api-create-saved-view,2026-06-04T14:04:18.034Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-create-saved-view
1038,virtual-terminal-profile-search-api-service-config,ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-profile-search-api-service-config,2026-06-03T16:47:51.939Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-profile-search-api-service-config
504,micros.testing,ProdDev/pineapple/micros/micros.testing,2026-06-02T18:12:57.014Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/pineapple/micros/micros.testing
1049,card-update-history-search-service,ProdDev/cardpointe/cardpointe-backend/card-update-history-search-service,2026-05-27T21:11:09.924Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/card-update-history-search-service
1018,virtual-terminal-force-credit-transaction-service-config,ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-force-credit-transaction-service-config,2026-05-27T20:50:12.714Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-force-credit-transaction-service-config
1015,search-stored-customer-event-service-config,ProdDev/cardpointe/cardpointe-backend-config/search-stored-customer-event-service-config,2026-05-27T20:05:18.734Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/search-stored-customer-event-service-config
975,funded-batch-transaction-search-service,ProdDev/cardpointe/cardpointe-backend/funded-batch-transaction-search-service,2026-05-14T13:09:09.932Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/funded-batch-transaction-search-service
460,ticket-search-api-service,ProdDev/cardpointe/cardpointe-backend/ticket-search-api-service,2026-05-05T16:59:12.902Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/ticket-search-api-service
985,gs-poc-umbrella-email-service-config,ProdDev/cardpointe/cardpointe-backend-config/gs-poc-umbrella-email-service-config,2026-03-11T15:30:33.113Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/gs-poc-umbrella-email-service-config
984,gs-poc-umbrella-email-service,ProdDev/cardpointe/cardpointe-backend/gs-poc-umbrella-email-service,2026-03-11T15:16:46.072Z,true,active_recent_activity_and_mrs,true,true,4,4,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/gs-poc-umbrella-email-service
1070,customer-profile-delete-api-service,ProdDev/cardpointe/cardpointe-backend/customer-profile-delete-api-service,2026-06-04T17:20:09.966Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-profile-delete-api-service
752,Api Save Merchant Account Banking And Processing,ProdDev/copilot/copilot-backend/api-save-merchant-account-banking-and-processing,2026-06-04T14:15:48.313Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-save-merchant-account-banking-and-processing
919,Api Get Retrieval Reports,ProdDev/copilot/copilot-backend/api-get-retrieval-reports,2026-06-04T14:09:54.391Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-retrieval-reports
930,Api Get Retrieval Detail,ProdDev/copilot/copilot-backend/api-get-retrieval-detail,2026-06-04T14:09:48.709Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-retrieval-detail
924,Api Get Merchant Chargebacks Report,ProdDev/copilot/copilot-backend/api-get-merchant-chargebacks-report,2026-06-04T14:09:21.801Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-chargebacks-report
929,Api Get Merchant Chargeback Detail,ProdDev/copilot/copilot-backend/api-get-merchant-chargeback-detail,2026-06-04T14:09:14.512Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-chargeback-detail
728,Api Get Merchant Account Business Details,ProdDev/copilot/copilot-backend/api-get-merchant-account-business-details,2026-06-04T14:04:25.298Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-account-business-details
745,Api Get Merchant Account Banking And Processing,ProdDev/copilot/copilot-backend/api-get-merchant-account-banking-and-processing,2026-06-04T14:04:22.872Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-get-merchant-account-banking-and-processing
620,Api Create Merchant Application,ProdDev/copilot/copilot-backend/api-create-merchant-application,2026-06-04T14:04:05.966Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend/api-create-merchant-application
1045,cc-keycloak-themes,ProdDev/iam/keycloak/cc-keycloak-themes,2026-06-03T19:40:39.919Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/iam/keycloak/cc-keycloak-themes
1084,device-list-api-service,ProdDev/cardpointe/cardpointe-backend/device-list-api-service,2026-05-28T18:21:10.434Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/device-list-api-service
1021,virtual-terminal-verify-transaction-service-config,ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-verify-transaction-service-config,2026-05-27T20:54:57.624Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/virtual-terminal-verify-transaction-service-config
1040,ticket-activity-history-service-config,ProdDev/cardpointe/cardpointe-backend-config/ticket-activity-history-service-config,2026-05-27T20:06:12.707Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/ticket-activity-history-service-config
1037,merchant-registration-check-api-service-config,ProdDev/cardpointe/cardpointe-backend-config/merchant-registration-check-api-service-config,2026-05-27T19:59:34.626Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/merchant-registration-check-api-service-config
626,customer-profile-create-api-service,ProdDev/cardpointe/cardpointe-backend/customer-profile-create-api-service,2026-05-27T15:53:32.630Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-profile-create-api-service
1062,ticket-details-api-service-config,ProdDev/cardpointe/cardpointe-backend-config/ticket-details-api-service-config,2026-05-19T19:08:20.936Z,true,active_recent_activity_and_mrs,true,true,3,2,1,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/ticket-details-api-service-config
649,profile-summary-event-service,ProdDev/cardpointe/cardpointe-backend/profile-summary-event-service,2026-05-14T13:49:47.156Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/profile-summary-event-service
486,transaction-summary-preview-api-service,ProdDev/cardpointe/cardpointe-backend/transaction-summary-preview-api-service,2026-05-12T18:17:45.513Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/transaction-summary-preview-api-service
331,scripts,ProdDev/cicd-components/scripts,2026-04-30T16:32:59.022Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cicd-components/scripts
1026,user-registration-service-config,ProdDev/cardpointe/cardpointe-backend-config/user-registration-service-config,2026-04-15T16:53:49.495Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/user-registration-service-config
1024,customer-transaction-summaries-event-service-config,ProdDev/cardpointe/cardpointe-backend-config/customer-transaction-summaries-event-service-config,2026-04-14T18:25:03.528Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/customer-transaction-summaries-event-service-config
659,customer-profile-billing-plan-service,ProdDev/cardpointe/cardpointe-backend/customer-profile-billing-plan-service,2026-04-14T16:27:39.794Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/customer-profile-billing-plan-service
971,funding-deposit-preview-api-service,ProdDev/cardpointe/cardpointe-backend/funding-deposit-preview-api-service,2026-03-19T13:41:57.361Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/funding-deposit-preview-api-service
475,gateway-batch-close-service,ProdDev/cardpointe/cardpointe-backend/gateway-batch-close-service,2026-03-18T17:49:37.133Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/gateway-batch-close-service
549,transaction-details-api-service,ProdDev/cardpointe/cardpointe-backend/transaction-details-api-service,2026-03-18T17:41:31.602Z,true,active_recent_activity_and_mrs,true,true,3,3,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend/transaction-details-api-service
1101,Gatecrasher,ProdDev/gateway/gateway-qa/gatecrasher,2026-06-05T13:18:40.012Z,true,active_recent_activity_and_mrs,true,true,2,2,0,0,https://gitlab.ftscc.net/ProdDev/gateway/gateway-qa/gatecrasher
1099,customer-profile-delete-api-service-config,ProdDev/cardpointe/cardpointe-backend-config/customer-profile-delete-api-service-config,2026-06-05T13:18:28.215Z,true,active_recent_activity_and_mrs,true,true,2,2,0,0,https://gitlab.ftscc.net/ProdDev/cardpointe/cardpointe-backend-config/customer-profile-delete-api-service-config
842,OIDC Client Provisioning Service,ProdDev/iam/microservices/oidc-client-provisioning-service,2026-06-04T18:41:56.246Z,true,active_recent_activity_and_mrs,true,true,2,2,0,0,https://gitlab.ftscc.net/ProdDev/iam/microservices/oidc-client-provisioning-service
885,api-update-saved-view-config,ProdDev/copilot/copilot-backend-config/api-update-saved-view-config,2026-06-04T14:23:26.593Z,true,active_recent_activity_and_mrs,true,true,2,2,0,0,https://gitlab.ftscc.net/ProdDev/copilot/copilot-backend-config/api-update-saved-view-config
